state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
TX,10,408,no,no,0,54.9,24,9.33,197.1,8,16.75,205.1,91,9.23,12.2,15,3.29,3,False
WA,53,510,no,yes,31,491.7967491629338,32,83.61,264.8,155,22.51,211.9,73,9.54,7.5,2,2.03,8,False
VT,79,408,no,no,0,183.1,30,31.13,200.0,18,17.0,106.1,153,4.77,14.4,17,3.89,1,False
LA,59,510,no,no,0,224.8,35,38.22,211.4,102,17.97,245.2,43,11.03,12.3,16,3.32,9,False
PA,150,408,no,no,0,223.3,86,37.96,223.0,84,18.96,154.3,75,6.94,6.7,9,1.81,3,False
OH,179,415,no,no,0,205.6,122,34.95,166.3,62,14.14,192.5,140,8.66,9.9,4,2.67,8,False
IA,48,408,no,no,0,145.6,43,24.75,227.3,94,19.32,269.4,118,12.12,6.0,14,1.62,8,False
MO,149,510,no,no,0,152.5,47,25.92,221.7,134,18.84,296.1,39,13.32,13.6,19,3.67,7,False
OR,123,408,no,no,0,146.0,157,24.82,206.3,36,17.54,108.2,3,4.87,10.0,17,2.7,1,False
NV,22,415,yes,no,0,127.0,12,21.59,103.2,88,8.77,201.6,128,9.07,9.9,4,2.67,13,False
GA,100,408,no,yes,3,126.3,143,21.47,162.2,91,13.79,214.7,5,9.66,10.6,14,2.86,5,False
RI,98,510,no,no,0,121.1,90,20.59,210.5,35,17.89,118.6,54,5.34,9.5,5,2.57,1,False
KY,158,510,no,no,0,198.1,153,33.68,196.1,16,16.67,243.3,65,10.95,8.2,7,2.21,2,False
RI,25,415,no,no,0,186.7,164,31.74,239.2,89,20.33,206.3,117,9.28,9.7,2,2.62,0,False
MI,237,510,no,no,0,130.0,130,22.1,239.6,91,20.37,210.5,145,9.47,13.5,4,3.65,3,False
MT,28,408,no,no,0,87.6,153,14.89,218.6,164,18.58,150.5,28,6.77,8.4,17,2.27,5,False
UT,193,408,yes,yes,28,160.1,142,27.22,239.6,48,20.37,222.3,52,10.0,13.9,14,3.75,0,True
MO,113,408,no,no,0,259.9,65,44.18,226.5,80,19.25,245.3,160,11.04,8.7,11,2.35,0,True
KY,45,510,no,no,0,180.3,27,30.65,174.2,33,14.81,206.9,130,9.31,10.5,18,2.84,7,False
IL,68,408,no,no,0,223.2,124,37.94,200.7,157,17.06,172.2,147,7.75,15.5,6,4.19,6,False
MD,7,408,no,no,0,189.7,79,32.25,145.0,154,12.32,176.5,131,7.94,11.6,0,3.13,6,False
MO,49,408,no,no,0,176.9,131,30.07,277.2,136,23.56,211.9,81,9.54,11.0,20,2.97,6,False
AR,137,415,no,no,0,100.5,71,17.08,137.0,19,11.65,202.6,135,9.12,11.8,1,3.19,4,False
GA,164,510,no,no,0,158.0,43,26.86,94.7,146,8.05,248.9,104,11.2,12.8,18,3.46,3,False
AZ,83,510,no,no,0,151.1,118,25.69,309.2,67,26.28,174.1,85,7.83,7.7,12,2.08,6,False
SD,129,510,no,no,0,260.0,45,44.2,196.3,76,16.69,134.2,82,6.04,11.4,19,3.08,2,False
VT,138,415,no,yes,34,189.9,83,32.28,246.6,101,20.96,219.4,155,9.87,10.7,17,2.89,8,False
LA,164,510,no,no,0,249.0,25,42.33,238.4,139,20.26,174.2,72,7.84,3.9,9,1.05,1,False
WA,73,415,no,no,0,240.9,95,40.95,254.3,124,21.62,242.3,98,10.9,10.7,12,2.89,0,False
OK,237,415,no,no,0,134.3,12,22.83,231.1,72,19.64,200.4,25,9.02,7.2,4,1.94,7,False
WA,46,510,no,no,0,180.1,124,30.62,231.5,78,19.68,235.4,33,10.59,10.3,12,2.78,5,False
MI,106,408,no,no,0,271.0,68,46.07,81.7,112,6.94,145.2,70,6.53,12.8,8,3.46,3,False
ND,160,408,no,yes,31,210.4,50,35.77,151.9,132,12.91,207.7,93,9.35,7.4,0,2.0,9,True
WA,32,510,yes,no,0,207.1,12,35.21,67.0,24,5.7,162.2,88,7.3,9.7,5,2.62,8,False
DE,6,510,no,no,0,229.3,138,38.98,159.2,100,13.53,134.1,26,6.03,8.8,0,2.38,4,False
SC,176,415,yes,no,0,205.9,164,35.0,173.8,30,14.77,153.5,32,6.91,13.2,17,3.56,0,True
WI,166,510,no,no,0,209.5,59,35.62,195.1,33,16.58,170.6,71,7.68,8.5,15,2.3,0,False
UT,145,415,no,no,0,196.3,31,33.37,152.7,168,12.98,267.2,48,12.02,10.6,7,2.86,6,False
ME,74,510,no,no,0,161.7,17,27.49,183.0,67,15.56,169.2,62,7.61,11.8,5,3.19,0,False
TN,114,408,no,yes,12,122.9,92,20.89,174.6,121,14.84,131.3,159,5.91,12.1,12,3.27,12,False
SD,27,408,no,no,0,374.15115211056303,147,63.61,218.6,165,18.58,207.1,18,9.32,7.3,16,1.97,6,False
OR,54,510,no,yes,38,162.2,43,27.57,239.7,45,20.37,201.6,21,9.07,9.3,12,2.51,9,False
CO,178,415,no,no,0,203.6,163,34.61,211.9,68,18.01,173.4,89,7.8,14.5,9,3.92,4,False
MT,163,408,no,no,0,192.9,36,32.79,233.1,26,19.81,191.3,66,8.61,10.0,5,2.7,2,False
ND,85,415,no,no,0,214.3,160,36.43,210.7,44,17.91,252.7,136,11.37,12.9,17,3.48,2,False
VT,127,510,no,no,0,173.2,126,29.44,261.5,17,22.23,236.2,162,10.63,15.8,19,4.27,1,False
CO,153,510,no,yes,27,327.0,18,55.59,296.1,31,25.17,231.5,70,10.42,9.8,12,2.65,0,False
OR,156,408,no,yes,2,289.5,31,49.22,76.2,1,6.48,136.1,78,6.12,12.3,14,3.32,7,False
NC,111,510,no,yes,17,98.0,105,16.66,258.8,168,22.0,355.9,131,16.02,12.7,5,3.43,8,False
MI,15,408,no,yes,25,215.5,21,36.64,135.2,19,11.49,256.8,36,11.56,6.2,10,1.67,1,False
MA,132,415,no,yes,39,232.3,121,39.49,210.5,37,17.89,227.9,27,10.26,11.1,7,3.0,3,True
CO,93,408,no,no,0,65.4,128,11.12,214.3,0,18.22,137.1,136,6.17,14.2,13,3.83,2,False
CO,123,408,no,no,0,189.0,53,32.13,232.0,141,19.72,251.2,34,11.3,5.6,12,1.51,3,False
WV,73,415,no,no,0,207.9,147,35.34,198.4,152,16.86,172.9,111,7.78,9.7,1,2.62,3,False
AR,155,408,no,no,0,179.7,57,30.55,200.8,136,17.07,189.5,152,8.53,10.3,0,2.78,7,False
NJ,154,408,no,yes,27,200.8,162,34.14,218.5,135,18.57,109.2,8,4.91,9.7,4,2.62,2,False
HI,147,510,no,no,0,184.3,69,31.33,183.3,15,15.58,133.0,51,5.98,9.4,10,2.54,2,False
NJ,92,415,no,no,0,217.9,62,37.04,104.1,113,8.85,223.7,144,10.07,6.9,9,1.86,5,False
NM,17,408,no,no,0,263.6,2,44.81,200.9,7,17.08,254.3,8,11.44,11.1,11,3.0,2,False
MS,43,415,yes,no,0,221.6,98,37.67,162.8,22,13.84,237.0,53,10.66,7.9,9,2.13,4,False
FL,121,415,yes,no,0,243.5,44,41.4,158.5,72,13.47,235.1,132,10.58,8.0,8,2.16,3,False
AZ,41,408,no,yes,41,122.9,142,20.89,153.5,33,13.05,196.5,123,8.84,4.7,1,1.27,3,False
NM,170,510,yes,no,0,289.5,16,49.22,100.5,17,8.54,178.0,174,8.01,6.0,3,1.62,1,True
SC,178,415,no,yes,29,197.0,142,33.49,180.6,108,15.35,215.6,108,9.7,14.1,3,3.81,8,False
OR,212,408,no,yes,20,158.9,4,27.01,201.0,43,17.08,244.4,146,11.0,10.2,20,2.75,4,False
OK,237,415,yes,yes,43,202.4,10,34.41,240.2,142,20.42,200.3,65,9.01,12.1,5,3.27,4,True
MS,168,510,no,no,0,150.6,91,25.6,170.9,14,14.53,265.4,44,11.94,7.5,11,2.03,6,False
NM,39,510,no,no,0,187.5,141,31.88,281.5,92,23.93,188.4,70,8.48,4.6,6,1.24,2,False
CO,113,510,no,yes,22,196.3,38,33.37,230.8,126,19.62,147.1,105,6.62,8.2,18,2.21,5,False
AK,151,408,no,no,0,142.9,41,24.29,143.8,120,12.22,199.4,32,8.97,4.6,1,1.24,0,False
MD,111,408,no,no,0,188.4,93,32.03,176.1,22,14.97,205.7,117,9.26,8.0,18,2.16,4,False
NV,224,510,no,no,0,142.1,4,24.16,304.1,70,25.85,195.6,79,8.8,13.2,3,3.56,4,False
HI,180,408,no,no,0,141.8,51,24.11,239.8,108,20.38,269.2,170,12.11,9.7,2,2.62,8,False
AR,47,510,no,no,0,125.4,149,21.32,174.1,31,14.8,243.5,87,10.96,14.1,3,3.81,4,True
IA,63,408,no,no,0,159.8,43,27.17,246.5,113,20.95,122.7,93,5.52,11.6,13,3.13,7,False
CO,225,510,no,no,0,150.3,114,25.55,136.7,159,11.62,282.9,153,12.73,13.0,5,3.51,2,False
WI,110,415,no,no,0,205.6,152,34.95,172.8,32,14.69,52.0,44,2.34,9.3,5,2.51,5,False
NJ,69,510,no,no,0,239.2,126,40.66,82.2,12,6.99,316.2,34,14.23,6.1,8,1.65,1,False
PA,43,510,no,yes,15,215.8,115,36.69,231.8,115,19.7,184.5,80,8.3,7.2,4,1.94,8,False
AK,176,408,yes,no,0,232.5,148,39.53,141.6,136,12.04,189.8,101,8.54,13.4,6,3.62,5,False
IA,34,408,no,yes,44,228.0,67,38.76,196.9,66,16.74,196.8,9,8.86,10.5,12,2.84,10,False
HI,40,408,no,no,0,130.0,46,22.1,122.1,31,10.38,220.8,40,9.94,6.2,0,1.67,8,False
DE,203,408,no,yes,22,162.0,126,27.54,211.2,72,17.95,200.0,113,9.0,11.8,1,3.19,0,False
MT,61,408,no,no,0,276.1,34,46.94,197.2,104,16.76,192.8,125,8.68,5.6,19,1.51,2,False
VT,178,408,no,no,0,150.6,6,25.6,125.8,128,10.69,270.7,16,12.18,11.3,9,3.05,1,True
UT,195,415,no,no,0,280.1,115,47.62,176.7,112,15.02,230.5,126,10.37,9.3,5,2.51,8,False
CA,62,510,yes,no,0,157.5,51,26.78,207.8,105,17.66,148.2,70,6.67,11.9,3,3.21,5,False
CO,58,510,no,no,0,69.4,109,11.8,223.7,68,19.01,240.0,10,10.8,9.3,7,2.51,5,False
MT,161,510,no,no,0,166.6,45,28.32,281.7,68,23.94,228.3,62,10.27,12.0,13,3.24,4,False
AR,75,415,no,no,0,225.7,136,38.37,263.1,60,22.36,170.6,173,7.68,5.7,15,1.54,3,False
ME,16,510,no,yes,31,269.8,22,45.87,165.6,7,14.08,242.8,19,10.93,10.9,14,2.94,3,False
MD,82,415,no,no,0,100.2,130,17.03,164.9,6,14.02,191.5,140,8.62,8.8,12,2.38,1,False
NC,94,415,no,no,0,224.7,126,38.2,128.0,164,10.88,188.0,16,8.46,11.0,11,2.97,6,False
MD,48,415,no,no,0,228.2,8,38.79,149.5,169,12.71,186.6,159,8.4,9.1,6,2.46,5,False
WI,138,510,no,no,0,250.3,52,42.55,244.9,159,20.82,68.9,97,3.1,7.5,14,2.03,2,False
ID,82,415,no,no,0,35.8,47,6.09,120.0,144,10.2,171.6,84,7.72,9.7,5,2.62,6,False
WA,38,510,no,yes,48,269.5,122,45.82,193.1,155,16.41,238.5,15,10.73,13.5,20,3.65,8,False
AL,127,510,no,no,0,203.8,81,34.65,185.6,69,15.78,198.8,22,8.95,8.3,20,2.24,9,False
MT,19,408,no,yes,12,204.8,108,34.82,162.4,53,13.8,130.6,138,5.88,10.6,13,2.86,0,False
IN,164,408,yes,yes,31,236.1,6,40.14,134.6,169,11.44,252.1,123,11.34,8.1,14,2.19,9,True
PA,187,415,no,no,0,71.7,98,12.19,104.4,35,8.87,183.9,141,8.28,4.5,10,1.22,7,False
OR,63,415,no,no,0,234.8,30,39.92,135.0,65,11.48,134.0,70,6.03,10.2,3,2.75,1,False
HI,77,510,no,yes,21,308.2,101,52.39,196.8,158,16.73,319.1,172,14.36,20.0,4,5.4,0,False
OK,342,415,no,no,0,106.1,55,18.04,231.5,2,19.68,143.1,32,6.44,6.3,1,1.7,8,False
IL,131,415,no,no,0,176.5,98,30.01,283.2,12,24.07,247.5,44,11.14,12.7,19,3.43,1,False
TX,202,510,no,no,0,182.0,4,30.94,218.1,158,18.54,158.5,50,7.13,3.4,14,0.92,6,False
AZ,102,415,no,no,0,199.2,29,33.86,231.2,28,19.65,207.3,114,9.33,9.8,9,2.65,6,False
NC,65,415,no,no,0,203.0,21,34.51,283.0,56,24.06,151.3,123,6.81,6.1,3,1.65,0,False
CO,120,510,no,yes,8,143.7,144,24.43,218.3,160,18.56,133.1,86,5.99,11.2,7,3.02,9,False
WY,91,510,no,no,0,182.2,137,30.97,251.1,9,21.34,228.2,150,10.27,8.5,10,2.3,0,False
GA,238,408,no,yes,20,274.2,26,46.61,181.6,62,15.44,221.9,28,9.99,8.4,16,2.27,6,False
CA,8,510,yes,no,0,201.9,126,34.32,237.8,72,20.21,261.8,5,11.78,6.8,6,1.84,5,True
MN,179,408,no,no,0,199.9,134,33.98,211.7,107,17.99,198.1,166,8.91,4.0,10,1.08,3,False
GA,238,415,no,no,0,141.4,22,24.04,188.7,100,16.04,319.9,132,14.4,9.2,9,2.48,2,False
UT,234,510,no,yes,41,252.3,74,42.89,279.9,95,23.79,214.5,95,9.65,8.0,0,2.16,4,False
AK,209,510,no,yes,41,168.3,116,28.61,139.6,96,11.87,230.6,167,10.38,8.8,7,2.38,4,False
IL,73,510,no,no,0,69.3,135,11.78,157.1,1,13.35,126.6,89,5.7,9.0,4,2.43,2,False
SC,134,415,no,no,0,202.7,7,34.46,261.1,109,22.19,166.8,81,7.51,7.6,12,2.05,5,False
AK,107,408,no,no,0,218.2,100,37.09,250.5,129,21.29,228.1,20,10.26,10.3,6,2.78,2,False
MD,89,415,no,no,0,163.9,4,27.86,201.6,122,17.14,195.5,58,8.8,9.4,10,2.54,3,False
AL,39,415,no,no,0,59.5,85,10.12,218.3,115,18.56,210.1,147,9.45,12.3,11,3.32,2,False
OR,113,510,no,yes,36,119.7,129,20.35,227.4,36,19.33,155.9,23,7.02,16.7,13,4.51,5,False
FL,188,408,no,yes,6,173.8,11,29.55,219.6,129,18.67,206.6,130,9.3,10.6,11,2.86,8,False
KY,28,415,no,no,0,158.9,46,27.01,213.3,60,18.13,206.4,85,9.29,13.1,0,3.54,2,False
FL,97,510,yes,no,0,203.9,25,34.66,158.1,39,13.44,136.3,71,6.13,10.4,5,2.81,0,False
HI,182,415,yes,yes,48,212.0,101,36.04,264.1,24,22.45,234.7,109,10.56,11.3,10,3.05,6,False
IA,37,415,no,yes,2,156.5,119,26.6,190.6,122,16.2,108.2,56,4.87,9.1,10,2.46,4,False
MS,137,510,no,no,0,104.5,69,17.76,150.5,165,12.79,209.9,109,9.45,9.7,11,2.62,3,False
PA,82,510,no,no,0,258.5,1,43.94,207.8,36,17.66,295.3,92,13.29,7.8,0,2.11,2,False
OH,56,408,no,no,0,210.3,25,35.75,218.5,26,18.57,236.7,70,10.65,14.0,19,3.78,6,False
NJ,187,415,no,no,0,216.3,13,36.77,221.2,83,18.8,236.4,69,10.64,12.7,19,3.43,1,False
NM,85,510,no,yes,36,200.7,81,34.12,250.6,161,21.3,151.5,69,6.82,10.7,5,2.89,3,False
WI,2,510,no,yes,30,239.3,101,40.68,181.6,43,15.44,295.5,75,13.3,7.1,12,1.92,1,False
CA,189,408,no,no,0,159.4,31,27.1,197.7,71,16.8,274.3,46,12.34,9.5,11,2.57,9,False
UT,58,408,no,no,0,224.7,61,38.2,158.0,131,13.43,154.4,88,6.95,12.7,9,3.43,7,False
WY,107,510,no,no,0,216.1,114,36.74,212.9,54,18.1,174.4,18,7.85,16.8,6,4.54,2,False
IN,123,408,no,no,0,214.3,29,36.43,157.2,72,13.36,267.8,140,12.05,10.2,9,2.75,4,False
HI,188,510,no,no,0,115.5,140,19.64,170.9,11,14.53,297.0,44,13.36,13.4,17,3.62,3,False
FL,230,415,no,no,0,187.5,30,31.88,251.2,141,21.35,131.7,159,5.93,10.5,5,2.84,4,False
ND,168,408,no,no,0,200.9,36,34.15,208.0,162,17.68,145.8,157,6.56,13.6,7,3.67,3,False
ID,164,415,no,yes,32,276.1,101,46.94,273.7,5,23.26,192.2,84,8.65,4.1,19,1.11,7,False
OH,114,415,no,no,0,185.4,127,31.52,261.0,46,22.18,82.8,125,3.73,7.6,8,2.05,5,False
OH,107,415,no,no,0,238.4,85,40.53,212.0,150,18.02,201.0,169,9.04,10.9,15,2.94,0,False
AL,37,510,no,no,0,99.7,58,16.95,219.0,114,18.62,264.0,108,11.88,6.6,1,1.78,4,False
SC,79,415,yes,no,0,141.3,27,24.02,188.8,67,16.05,122.3,107,5.5,11.2,10,3.02,0,False
MI,92,415,no,no,0,203.7,121,34.63,254.2,58,21.61,206.9,71,9.31,10.1,18,2.73,2,False
NH,18,415,yes,no,0,203.2,60,34.54,219.5,136,18.66,168.6,169,7.59,5.5,3,1.48,5,False
DE,98,510,no,yes,24,141.3,146,24.02,247.4,118,21.03,288.6,134,12.99,5.0,2,1.35,8,False
HI,63,415,yes,yes,40,231.6,15,39.37,168.0,47,14.28,169.2,130,7.61,10.9,14,2.94,2,False
SD,150,415,no,no,0,171.0,68,29.07,131.6,8,11.19,282.0,36,12.69,6.8,7,1.84,3,False
OR,139,408,no,yes,13,169.7,43,28.85,226.6,45,19.26,167.7,2,7.55,8.7,3,2.35,9,False
IN,186,510,no,no,0,175.8,112,29.89,236.8,142,20.13,241.6,145,10.87,11.8,10,3.19,0,False
NJ,185,415,no,no,0,252.3,137,42.89,204.8,71,17.41,213.6,123,9.61,9.8,16,2.65,9,True
OH,205,408,no,no,0,238.8,18,40.6,230.5,127,19.59,192.5,169,8.66,8.8,8,2.38,1,False
MA,4,510,no,no,0,281.7,83,47.89,157.5,169,13.39,157.3,136,7.08,5.8,0,1.57,6,False
OR,214,510,no,no,0,209.7,92,35.65,248.9,109,21.16,217.4,151,9.78,14.2,7,3.83,7,True
CA,135,510,yes,yes,31,284.3,140,48.33,260.8,144,22.17,176.2,6,7.93,12.3,1,3.32,0,True
ME,61,510,no,yes,31,192.9,143,32.79,253.1,34,21.51,162.8,96,7.33,8.2,12,2.21,8,False
IN,107,510,yes,no,0,173.2,162,29.44,207.3,158,17.62,279.5,169,12.58,7.5,0,2.03,5,False
MT,54,510,no,yes,5,156.3,99,26.57,261.5,131,22.23,229.6,97,10.33,8.4,9,2.27,0,False
AR,88,415,no,no,0,170.5,38,28.99,142.7,47,12.13,234.8,101,10.57,7.3,11,1.97,3,False
MO,68,415,no,yes,2,173.1,66,29.43,230.2,141,19.57,178.9,101,8.05,9.2,10,2.48,3,False
VT,220,415,no,no,0,143.0,72,24.31,237.5,152,20.19,190.0,55,8.55,13.1,9,3.54,6,False
TN,207,415,no,no,0,148.1,49,25.18,226.6,45,19.26,186.6,145,8.4,12.8,13,3.46,0,False
MO,129,408,no,yes,37,212.8,52,36.18,153.0,47,13.0,218.2,166,9.82,12.8,13,3.46,9,False
LA,55,415,no,no,0,153.6,45,26.11,212.7,167,18.08,234.7,49,10.56,6.4,7,1.73,8,False
SC,3,510,no,no,0,88.2,51,14.99,187.9,6,15.97,198.4,160,8.93,7.1,10,1.92,0,False
DE,206,415,no,no,0,85.4,123,14.52,101.2,94,8.6,157.2,27,7.07,12.7,8,3.43,9,False
RI,166,415,no,no,0,66.7,156,11.34,140.9,59,11.98,241.1,24,10.85,11.3,14,3.05,2,False
SC,242,510,no,no,0,103.5,4,17.6,260.2,34,22.12,201.8,141,9.08,8.8,0,2.38,0,False
IN,121,415,no,no,0,115.2,73,19.58,180.7,147,15.36,122.2,83,5.5,12.0,18,3.24,0,False
NY,129,415,no,no,0,127.4,94,21.66,254.9,143,21.67,84.7,134,3.81,11.4,17,3.08,3,False
PA,102,415,no,no,0,195.4,74,33.22,259.3,149,22.04,216.1,131,9.72,5.7,11,1.54,1,True
NC,38,408,no,yes,38,111.3,115,18.92,228.9,163,19.46,155.2,157,6.98,3.7,7,1.0,8,True
MN,85,415,no,no,0,130.4,129,22.17,169.7,18,14.42,223.3,61,10.05,10.0,4,2.7,0,False
IA,240,510,no,no,0,81.1,67,13.79,249.2,129,21.18,158.1,164,7.11,4.0,12,1.08,2,False
NC,157,510,no,no,0,144.3,79,24.53,211.9,67,18.01,207.2,84,9.32,13.1,16,3.54,1,False
MO,133,415,no,no,0,219.1,104,37.25,203.3,97,17.28,179.6,64,8.08,11.4,0,3.08,0,False
KY,241,415,no,no,0,178.7,68,30.38,154.5,6,13.13,294.6,51,13.26,9.0,1,2.43,8,False
NC,202,415,no,no,0,184.4,162,31.35,175.5,46,14.92,251.3,2,11.31,6.5,6,1.76,4,True
WA,92,510,no,no,0,179.9,141,30.58,155.3,42,13.2,272.8,76,12.28,7.4,1,2.0,5,False
AK,21,510,no,no,0,110.6,142,18.8,249.9,31,21.24,201.3,134,9.06,1.5,3,0.4,7,False
IN,242,408,no,no,0,157.9,133,26.84,279.3,144,23.74,244.4,69,11.0,13.9,12,3.75,6,False
SC,199,408,no,no,0,191.9,15,32.62,248.1,127,21.09,204.9,69,9.22,10.5,13,2.84,6,False
SC,195,408,no,no,0,232.4,86,39.51,211.1,118,17.94,279.4,161,12.57,9.5,19,2.57,8,False
RI,109,510,no,no,0,199.6,123,33.93,185.4,13,15.76,196.1,95,8.82,15.1,2,4.08,2,False
CO,47,408,yes,no,0,227.6,139,38.69,225.3,80,19.15,124.5,15,5.6,7.3,8,1.97,9,True
CO,84,415,yes,yes,27,121.3,40,20.62,179.7,159,15.27,92.1,135,4.14,9.4,17,2.54,7,True
AZ,83,415,yes,yes,38,98.8,118,16.8,199.4,51,16.95,290.1,148,13.05,8.1,15,2.19,5,False
CT,35,510,yes,no,0,85.4,18,14.52,159.1,3,13.52,225.8,120,10.16,15.8,18,4.27,7,False
DE,196,408,no,no,0,224.1,75,38.1,234.2,32,19.91,229.4,10,10.32,9.2,19,2.48,3,False
TN,69,415,no,no,0,102.3,108,17.39,236.7,105,20.12,280.4,49,12.62,10.5,8,2.84,0,False
IA,129,510,no,no,0,237.3,118,40.34,247.4,128,21.03,110.8,86,4.99,14.5,18,3.92,2,False
WA,196,408,no,no,0,155.9,112,26.5,229.4,96,19.5,180.6,5,8.13,13.0,5,3.51,9,False
NH,140,415,no,yes,13,270.1,1,45.92,225.9,63,19.2,187.3,109,8.43,5.4,11,1.46,2,False
NC,188,408,no,no,0,155.8,19,26.49,147.8,127,12.56,240.1,142,10.8,9.1,14,2.46,0,False
NJ,27,510,no,no,0,158.7,118,26.98,145.6,36,12.38,162.6,138,7.32,9.8,20,2.65,4,False
RI,56,408,no,no,0,183.6,94,31.21,217.9,125,18.52,135.1,154,6.08,10.4,5,2.81,5,False
NE,234,510,no,no,0,157.6,136,26.79,257.1,69,21.85,134.6,172,6.06,10.9,4,2.94,8,False
OK,23,408,no,yes,14,202.6,20,34.44,187.4,134,15.93,262.1,165,11.79,7.5,13,2.03,7,False
NH,153,415,no,no,0,123.6,7,21.01,201.3,103,17.11,159.9,3,7.2,14.3,18,3.86,3,False
PA,21,510,yes,yes,10,190.1,164,32.32,201.8,151,17.15,170.2,172,7.66,11.2,17,3.02,5,False
NC,61,510,no,no,0,139.5,28,23.72,107.0,113,9.1,234.3,137,10.54,11.8,12,3.19,2,False
OR,63,510,no,no,0,168.9,34,28.71,213.3,54,18.13,162.3,120,7.3,13.8,8,3.73,0,False
NE,122,408,yes,no,0,105.7,37,17.97,173.0,120,14.71,107.9,156,4.86,10.8,19,2.92,8,False
NC,52,408,no,no,0,227.1,89,38.61,232.2,122,19.74,114.6,139,5.16,9.4,20,2.54,7,False
AR,88,415,yes,no,0,160.8,162,27.34,199.4,2,16.95,196.9,167,8.86,9.0,6,2.43,5,False
MI,153,510,no,no,0,229.5,67,39.02,191.9,91,16.31,226.9,83,10.21,9.4,20,2.54,2,False
AK,237,510,no,no,0,140.2,130,23.83,193.0,150,16.4,189.1,164,8.51,9.5,11,2.57,4,False
GA,55,408,no,yes,17,179.5,108,30.52,184.3,163,15.67,223.2,19,10.04,4.6,8,1.24,8,False
CA,46,408,no,no,0,230.0,110,39.1,131.6,118,11.19,112.9,11,5.08,8.3,1,2.24,6,False
GA,32,415,no,no,0,116.5,11,19.8,249.6,140,21.22,116.6,37,5.25,6.9,2,1.86,1,False
NC,55,415,no,no,0,132.4,31,22.51,168.7,60,14.34,321.7,157,14.48,4.3,4,1.16,5,False
PA,96,408,no,no,0,223.8,62,38.05,177.1,151,15.05,266.6,46,12.0,10.4,17,2.81,8,False
IL,133,510,no,no,0,252.8,153,42.98,205.0,100,17.42,241.5,81,10.87,11.2,13,3.02,9,False
NM,36,415,yes,no,0,180.9,42,30.75,144.1,115,12.25,164.4,73,7.4,7.6,18,2.05,0,False
WA,110,408,no,no,0,127.6,106,21.69,175.5,32,14.92,187.1,41,8.42,9.2,20,2.48,4,False
OK,234,408,no,no,0,162.8,37,27.68,298.7,77,25.39,199.9,4,9.0,11.6,4,3.13,8,False
VT,177,510,no,no,0,286.4,28,48.69,218.2,23,18.55,271.0,114,12.2,9.2,9,2.48,2,False
MS,106,408,no,no,0,108.0,54,18.36,157.3,149,13.37,221.8,126,9.98,9.6,15,2.59,2,False
IA,58,408,no,no,0,208.5,51,35.44,94.9,51,8.07,228.4,98,10.28,9.3,19,2.51,9,False
NH,39,415,no,no,0,186.8,114,31.76,252.1,100,21.43,190.9,102,8.59,11.7,0,3.16,8,False
DE,80,408,no,yes,48,117.6,18,19.99,149.4,115,12.7,242.8,139,10.93,10.0,20,2.7,2,False
CA,97,408,no,no,0,163.1,34,27.73,173.3,122,14.73,216.3,137,9.73,9.1,3,2.46,8,False
NH,113,415,no,yes,32,82.6,47,14.04,179.8,5,15.28,202.4,36,9.11,8.7,4,2.35,9,True
WA,213,510,no,yes,7,195.6,109,33.25,154.4,146,13.12,159.9,124,7.2,7.7,10,2.08,2,True
AR,61,510,no,no,0,203.4,30,34.58,197.1,75,16.75,193.9,65,8.73,11.7,13,3.16,7,False
ID,137,415,no,no,0,106.2,2,18.05,172.9,89,14.7,141.7,66,6.38,11.6,10,3.13,9,False
VT,6,415,no,no,0,210.1,162,35.72,232.2,156,19.74,197.8,13,8.9,10.0,7,2.7,8,True
AK,109,510,no,no,0,144.1,87,24.5,208.2,122,17.7,204.8,46,9.22,12.6,0,3.4,2,False
NE,35,510,yes,no,0,139.2,51,23.66,274.0,63,23.29,70.2,147,3.16,10.0,6,2.7,0,False
NM,39,510,no,no,0,127.3,70,21.64,275.1,141,23.38,187.6,108,8.44,10.9,12,2.94,8,False
OK,150,510,no,no,0,215.7,50,36.67,152.3,80,12.95,136.5,112,6.14,8.4,19,2.27,6,False
OK,169,510,no,yes,33,89.6,55,15.23,184.3,157,15.67,226.9,67,10.21,13.4,5,3.62,5,False
MT,118,415,no,no,0,94.2,98,16.01,310.9,70,26.43,234.4,114,10.55,10.5,3,2.84,3,False
TX,5,408,no,no,0,148.0,20,25.16,141.9,148,12.06,177.0,25,7.96,11.1,11,3.0,4,False
NE,170,510,no,no,0,149.9,128,25.48,241.7,64,20.54,229.6,46,10.33,10.2,4,2.75,6,True
CA,87,510,no,no,0,213.8,107,36.35,228.9,112,19.46,231.9,72,10.44,10.2,4,2.75,8,False
MD,209,408,no,no,0,175.1,52,29.77,157.7,101,13.4,187.6,2,8.44,10.7,16,2.89,5,False
HI,76,408,no,no,0,175.2,5,29.78,160.2,3,13.62,282.9,129,12.73,4.2,5,1.13,3,False
GA,215,408,no,no,0,92.5,81,15.73,295.1,135,25.08,160.8,168,7.24,11.2,9,3.02,3,False
